2022-05-16 15:05:367 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:603 INFO  LoginPage :42 - enter the 'PASSWORD' :xyz123to password field
2022-05-16 15:05:674 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (34a3391573ce7136af96cacc676d9835)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 15:05:67 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (34a3391573ce7136af96cacc676d9835)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 15:05:759 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:321 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (b3e0fff153efa7315a61f726701ca268)] -> link text: Log in]
2022-05-16 15:05:349 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :Lalita123=@gmail.comto email address field
2022-05-16 15:05:426 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 15:05:492 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (b3e0fff153efa7315a61f726701ca268)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 15:05:948 INFO  LoginPage :62 - get the 'LOGOUT' link :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 15:05:911 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:847 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (2031e0a1ca1dbce9950b9071b5667fff)] -> link text: Log in]
2022-05-16 15:05:261 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :Lalita123=@gmail.comto email address field
2022-05-16 15:05:321 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 15:05:391 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (2031e0a1ca1dbce9950b9071b5667fff)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 15:05:811 INFO  LoginPage :67 - click on 'LOGOUT' button :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 15:05:160 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 15:05:993 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (09733f5808039470dd414f26c63fed4b)] -> link text: Log in]
2022-05-16 15:05:464 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :Lalita1234=@gmail.comto email address field
2022-05-16 15:05:537 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 15:05:606 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (09733f5808039470dd414f26c63fed4b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 15:05:74 INFO  LoginPage :62 - get the 'LOGOUT' link :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 16:05:415 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:200 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (accfb446b15f7a2fdf8a3f869e7f3ca2)] -> link text: Register]
2022-05-16 16:05:721 INFO  RegisterPage :75 - get the 'REGISTER' text :[[ChromeDriver: chrome on WINDOWS (accfb446b15f7a2fdf8a3f869e7f3ca2)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-16 16:05:227 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:848 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> link text: Register]
2022-05-16 16:05:359 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: register-button]
2022-05-16 16:05:432 INFO  RegisterPage :137 - get the 'FIRST NAME' text :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: FirstName-error]
2022-05-16 16:05:462 INFO  RegisterPage :141 - get the 'LAST NAME' text :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: LastName-error]
2022-05-16 16:05:490 INFO  RegisterPage :145 - get the 'EMAIL ADDRESS' text :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: Email-error]
2022-05-16 16:05:524 INFO  RegisterPage :149 - get the 'PASSWORD' text :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: Password-error]
2022-05-16 16:05:553 INFO  RegisterPage :153 - get the 'CONFIRM PASSWORD' text :[[ChromeDriver: chrome on WINDOWS (0c585c397ad642b75088e29195235e53)] -> id: ConfirmPassword-error]
2022-05-16 16:05:824 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:519 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> link text: Register]
2022-05-16 16:05:978 INFO  RegisterPage :80 - click on 'MALE OR FEMALE' radio button :F
2022-05-16 16:05:87 INFO  RegisterPage :91 - enter the 'FIRST NAME' :Lalitato first name field
2022-05-16 16:05:155 INFO  RegisterPage :97 - enter the 'LAST NAME' :Patelto last name field
2022-05-16 16:05:230 INFO  RegisterPage :102 - select the 'DATE OF BIRTHDAY' from drop down:[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> name: DateOfBirthDay]
2022-05-16 16:05:296 INFO  RegisterPage :107 - select the 'DATE OF BIRTHMONTH' from drop down:[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> name: DateOfBirthMonth]
2022-05-16 16:05:359 INFO  RegisterPage :112 - select the 'DATE OF BIRTHYEAR' from drop down:[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> name: DateOfBirthYear]
2022-05-16 16:05:412 INFO  RegisterPage :117 - enter the 'EMAIL' :mOmLalita1234=@gmail.comto email field
2022-05-16 16:05:486 INFO  RegisterPage :122 - enter the 'PASSWORD' :john12345to password field
2022-05-16 16:05:552 INFO  RegisterPage :127 - enter the 'CONFIRM PASSWORD' :john12345to confirm password field
2022-05-16 16:05:628 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> id: register-button]
2022-05-16 16:05:386 INFO  RegisterPage :158 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (546afb2e7aa787ecba73eee6c0d68754)] -> css selector: div.result]
2022-05-16 16:05:600 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:277 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (a01e83a50d106bae6664cffec43a115d)] -> link text: Log in]
2022-05-16 16:05:730 INFO  LoginPage :57 - get the 'WELCOME' text :[[ChromeDriver: chrome on WINDOWS (a01e83a50d106bae6664cffec43a115d)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-16 16:05:436 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:599 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (42d1b344c8ee020f4ae05565aabbbfcc)] -> link text: Log in]
2022-05-16 16:05:95 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :abcd123@gmail.comto email address field
2022-05-16 16:05:170 INFO  LoginPage :42 - enter the 'PASSWORD' :xyz123to password field
2022-05-16 16:05:236 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (42d1b344c8ee020f4ae05565aabbbfcc)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:690 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (42d1b344c8ee020f4ae05565aabbbfcc)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:379 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:284 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (c7e6f9e49f1a20fbcb8bc08704c3f834)] -> link text: Log in]
2022-05-16 16:05:775 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :xyz123@gmail.comto email address field
2022-05-16 16:05:843 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123to password field
2022-05-16 16:05:910 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (c7e6f9e49f1a20fbcb8bc08704c3f834)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:312 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (c7e6f9e49f1a20fbcb8bc08704c3f834)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:93 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:657 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (e979122881d4de1a0a26f2ff5883884b)] -> link text: Log in]
2022-05-16 16:05:118 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :adfafasd@gmail.comto email address field
2022-05-16 16:05:176 INFO  LoginPage :42 - enter the 'PASSWORD' :xyz123to password field
2022-05-16 16:05:245 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (e979122881d4de1a0a26f2ff5883884b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:646 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (e979122881d4de1a0a26f2ff5883884b)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:323 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:188 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (1eff4bb65f2916996d16c8a29c78269e)] -> link text: Log in]
2022-05-16 16:05:666 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :Lalita12345=@gmail.comto email address field
2022-05-16 16:05:731 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 16:05:800 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (1eff4bb65f2916996d16c8a29c78269e)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:285 INFO  LoginPage :62 - get the 'LOGOUT' link :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 16:05:307 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:904 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (6d3a5ae24dd35eff18a102f431efa789)] -> link text: Log in]
2022-05-16 16:05:390 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :Lalita12345=@gmail.comto email address field
2022-05-16 16:05:462 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 16:05:533 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (6d3a5ae24dd35eff18a102f431efa789)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:999 INFO  LoginPage :67 - click on 'LOGOUT' button :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 16:05:891 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:512 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (1f49e16f2ff34e22a56cd46533febc23)] -> link text: Register]
2022-05-16 16:05:992 INFO  RegisterPage :75 - get the 'REGISTER' text :[[ChromeDriver: chrome on WINDOWS (1f49e16f2ff34e22a56cd46533febc23)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-16 16:05:678 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:868 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> link text: Register]
2022-05-16 16:05:374 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: register-button]
2022-05-16 16:05:447 INFO  RegisterPage :137 - get the 'FIRST NAME' text :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: FirstName-error]
2022-05-16 16:05:475 INFO  RegisterPage :141 - get the 'LAST NAME' text :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: LastName-error]
2022-05-16 16:05:491 INFO  RegisterPage :145 - get the 'EMAIL ADDRESS' text :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: Email-error]
2022-05-16 16:05:511 INFO  RegisterPage :149 - get the 'PASSWORD' text :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: Password-error]
2022-05-16 16:05:542 INFO  RegisterPage :153 - get the 'CONFIRM PASSWORD' text :[[ChromeDriver: chrome on WINDOWS (9558f8e042bc61a4b757de4f8317d72a)] -> id: ConfirmPassword-error]
2022-05-16 16:05:256 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:827 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> link text: Register]
2022-05-16 16:05:301 INFO  RegisterPage :80 - click on 'MALE OR FEMALE' radio button :F
2022-05-16 16:05:389 INFO  RegisterPage :91 - enter the 'FIRST NAME' :Lalitato first name field
2022-05-16 16:05:449 INFO  RegisterPage :97 - enter the 'LAST NAME' :Patelto last name field
2022-05-16 16:05:522 INFO  RegisterPage :102 - select the 'DATE OF BIRTHDAY' from drop down:[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> name: DateOfBirthDay]
2022-05-16 16:05:583 INFO  RegisterPage :107 - select the 'DATE OF BIRTHMONTH' from drop down:[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> name: DateOfBirthMonth]
2022-05-16 16:05:640 INFO  RegisterPage :112 - select the 'DATE OF BIRTHYEAR' from drop down:[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> name: DateOfBirthYear]
2022-05-16 16:05:685 INFO  RegisterPage :117 - enter the 'EMAIL' :W3cLalita12345=@gmail.comto email field
2022-05-16 16:05:752 INFO  RegisterPage :122 - enter the 'PASSWORD' :john12345to password field
2022-05-16 16:05:812 INFO  RegisterPage :127 - enter the 'CONFIRM PASSWORD' :john12345to confirm password field
2022-05-16 16:05:883 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> id: register-button]
2022-05-16 16:05:873 INFO  RegisterPage :158 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (845735429b5c347de65e756cf681e4a0)] -> css selector: div.result]
2022-05-16 16:05:341 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:446 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> link text: Register]
2022-05-16 16:05:937 INFO  RegisterPage :80 - click on 'MALE OR FEMALE' radio button :F
2022-05-16 16:05:34 INFO  RegisterPage :91 - enter the 'FIRST NAME' :Lalitato first name field
2022-05-16 16:05:103 INFO  RegisterPage :97 - enter the 'LAST NAME' :Patelto last name field
2022-05-16 16:05:177 INFO  RegisterPage :102 - select the 'DATE OF BIRTHDAY' from drop down:[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> name: DateOfBirthDay]
2022-05-16 16:05:244 INFO  RegisterPage :107 - select the 'DATE OF BIRTHMONTH' from drop down:[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> name: DateOfBirthMonth]
2022-05-16 16:05:308 INFO  RegisterPage :112 - select the 'DATE OF BIRTHYEAR' from drop down:[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> name: DateOfBirthYear]
2022-05-16 16:05:361 INFO  RegisterPage :117 - enter the 'EMAIL' :ZvMLalita12345=@gmail.comto email field
2022-05-16 16:05:431 INFO  RegisterPage :122 - enter the 'PASSWORD' :Lalita123to password field
2022-05-16 16:05:497 INFO  RegisterPage :127 - enter the 'CONFIRM PASSWORD' :Lalita123to confirm password field
2022-05-16 16:05:569 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> id: register-button]
2022-05-16 16:05:327 INFO  RegisterPage :158 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (34ea2abf7fbfe140ecbd16e92ce77f0d)] -> css selector: div.result]
2022-05-16 16:05:22 WARN  HashedWheelTimer :672 - An exception was thrown by TimerTask.
java.lang.IllegalStateException: cannot be started once stopped
	at io.netty.util.HashedWheelTimer.start(HashedWheelTimer.java:338)
	at io.netty.util.HashedWheelTimer.newTimeout(HashedWheelTimer.java:413)
	at org.asynchttpclient.netty.channel.DefaultChannelPool.scheduleNewIdleChannelDetector(DefaultChannelPool.java:95)
	at org.asynchttpclient.netty.channel.DefaultChannelPool.access$900(DefaultChannelPool.java:43)
	at org.asynchttpclient.netty.channel.DefaultChannelPool$IdleChannelDetector.run(DefaultChannelPool.java:378)
	at io.netty.util.HashedWheelTimer$HashedWheelTimeout.expire(HashedWheelTimer.java:669)
	at io.netty.util.HashedWheelTimer$HashedWheelBucket.expireTimeouts(HashedWheelTimer.java:744)
	at io.netty.util.HashedWheelTimer$Worker.run(HashedWheelTimer.java:469)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:745)
2022-05-16 16:05:510 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:432 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (9c1ccd9d1b55413a7ae6a3aabbfbb31b)] -> link text: Log in]
2022-05-16 16:05:899 INFO  LoginPage :57 - get the 'WELCOME' text :[[ChromeDriver: chrome on WINDOWS (9c1ccd9d1b55413a7ae6a3aabbfbb31b)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-16 16:05:607 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:153 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (4f426c7ddcd11036e781413a321112bc)] -> link text: Log in]
2022-05-16 16:05:660 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :abcd123@gmail.comto email address field
2022-05-16 16:05:731 INFO  LoginPage :42 - enter the 'PASSWORD' :xyz123to password field
2022-05-16 16:05:799 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (4f426c7ddcd11036e781413a321112bc)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:206 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (4f426c7ddcd11036e781413a321112bc)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:906 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:491 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (3eceb922821c9b7bcae02a0392316591)] -> link text: Log in]
2022-05-16 16:05:987 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :xyz123@gmail.comto email address field
2022-05-16 16:05:59 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123to password field
2022-05-16 16:05:125 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (3eceb922821c9b7bcae02a0392316591)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:595 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (3eceb922821c9b7bcae02a0392316591)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:281 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:908 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (efe43b5a65e22e52d4753d1cd4ed5ee6)] -> link text: Log in]
2022-05-16 16:05:353 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :adfafasd@gmail.comto email address field
2022-05-16 16:05:424 INFO  LoginPage :42 - enter the 'PASSWORD' :xyz123to password field
2022-05-16 16:05:492 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (efe43b5a65e22e52d4753d1cd4ed5ee6)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:877 INFO  LoginPage :52 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (efe43b5a65e22e52d4753d1cd4ed5ee6)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-16 16:05:555 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:214 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (8b29334510cd67e35a96812ce8d39b51)] -> link text: Log in]
2022-05-16 16:05:663 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :abc222@gmail.comto email address field
2022-05-16 16:05:729 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 16:05:806 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (8b29334510cd67e35a96812ce8d39b51)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:230 INFO  LoginPage :62 - get the 'LOGOUT' link :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 16:05:120 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:781 INFO  HomePage :36 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (16ee95ab942a975ebde43bb5fc25ab44)] -> link text: Log in]
2022-05-16 16:05:258 INFO  LoginPage :37 - enter the 'EMAIL ADDRESS' :abc222@gmail.comto email address field
2022-05-16 16:05:321 INFO  LoginPage :42 - enter the 'PASSWORD' :abc123456to password field
2022-05-16 16:05:394 INFO  LoginPage :47 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (16ee95ab942a975ebde43bb5fc25ab44)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-16 16:05:823 INFO  LoginPage :67 - click on 'LOGOUT' button :Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-16 16:05:723 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:551 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (a8ecff56ed04f6932a36518a8dfb6cff)] -> link text: Register]
2022-05-16 16:05:30 INFO  RegisterPage :75 - get the 'REGISTER' text :[[ChromeDriver: chrome on WINDOWS (a8ecff56ed04f6932a36518a8dfb6cff)] -> xpath: //h1[contains(text(),'Register')]]
2022-05-16 16:05:716 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:559 INFO  HomePage :41 - click on 'REGISTER' link :[[ChromeDriver: chrome on WINDOWS (c7103982a99a17a770dcc0cde5ad4bd7)] -> link text: Register]
2022-05-16 16:05:19 INFO  RegisterPage :132 - click on 'REGISTER' button :[[ChromeDriver: chrome on WINDOWS (c7103982a99a17a770dcc0cde5ad4bd7)] -> id: register-button]
2022-05-16 16:05:95 INFO  RegisterPage :137 - get the 'FIRST NAME' text :[[ChromeDriver: chrome on WINDOWS (c7103982a99a17a770dcc0cde5ad4bd7)] -> id: FirstName-error]
2022-05-16 16:05:121 INFO  RegisterPage :141 - get the 'LAST NAME' text :[[ChromeDriver: chrome on WINDOWS (c7103982a99a17a770dcc0cde5ad4bd7)] -> id: LastName-error]
